combination,emd,System,Tiempo
"(['A']); (['AN', 'BN', 'CN', 'EN', 'FN'])",0.05078,"('A', 'ABCEF')",00:00.018173
"(['A']); (['AN', 'BN', 'DN', 'EN', 'FN'])",0.05078,"('A', 'ABDEF')",00:00.010521
"(['A']); (['AN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('A', 'ACDEF')",00:00.009676
"(['A']); (['BN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('A', 'BCDEF')",00:00.012643
"(['B']); (['AN', 'BN', 'CN', 'DN', 'EN'])",0.05078,"('B', 'ABCDE')",00:00.009655
"(['B']); (['AN', 'BN', 'CN', 'DN', 'FN'])",0.05078,"('B', 'ABCDF')",00:00.013083
"(['B']); (['AN', 'BN', 'CN', 'EN', 'FN'])",0.05078,"('B', 'ABCEF')",00:00.010646
"(['B']); (['AN', 'BN', 'DN', 'EN', 'FN'])",0.05078,"('B', 'ABDEF')",00:00.008632
"(['B']); (['AN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('B', 'ACDEF')",00:00.009121
"(['B']); (['BN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('B', 'BCDEF')",00:00.017841
"(['C']); (['AN', 'BN', 'CN', 'DN', 'EN'])",0.05078,"('C', 'ABCDE')",00:00.018049
"(['C']); (['AN', 'BN', 'CN', 'DN', 'FN'])",0.05078,"('C', 'ABCDF')",00:00.018513
"(['C']); (['AN', 'BN', 'CN', 'EN', 'FN'])",0.05078,"('C', 'ABCEF')",00:00.020659
"(['C']); (['AN', 'BN', 'DN', 'EN', 'FN'])",0.05078,"('C', 'ABDEF')",00:00.019024
"(['C']); (['AN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('C', 'ACDEF')",00:00.020316
"(['C']); (['BN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('C', 'BCDEF')",00:00.016807
"(['D']); (['AN', 'BN', 'CN', 'DN', 'EN'])",0.05078,"('D', 'ABCDE')",00:00.015273
"(['D']); (['AN', 'BN', 'CN', 'DN', 'FN'])",0.05078,"('D', 'ABCDF')",00:00.019568
"(['D']); (['AN', 'BN', 'CN', 'EN', 'FN'])",0.05078,"('D', 'ABCEF')",00:00.018126
"(['D']); (['AN', 'BN', 'DN', 'EN', 'FN'])",0.05078,"('D', 'ABDEF')",00:00.015083
"(['D']); (['AN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('D', 'ACDEF')",00:00.020656
"(['D']); (['BN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('D', 'BCDEF')",00:00.020187
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN'])",0.05078,"('E', 'ABCDE')",00:00.022594
"(['E']); (['AN', 'BN', 'CN', 'DN', 'FN'])",0.05078,"('E', 'ABCDF')",00:00.019652
"(['E']); (['AN', 'BN', 'CN', 'EN', 'FN'])",0.05078,"('E', 'ABCEF')",00:00.016700
"(['E']); (['AN', 'BN', 'DN', 'EN', 'FN'])",0.05078,"('E', 'ABDEF')",00:00.020139
"(['E']); (['AN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('E', 'ACDEF')",00:00.016099
"(['E']); (['BN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('E', 'BCDEF')",00:00.020070
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN'])",0.05078,"('F', 'ABCDE')",00:00.019632
"(['F']); (['AN', 'BN', 'CN', 'DN', 'FN'])",0.05078,"('F', 'ABCDF')",00:00.020802
"(['F']); (['AN', 'BN', 'CN', 'EN', 'FN'])",0.05078,"('F', 'ABCEF')",00:00.008657
"(['F']); (['AN', 'BN', 'DN', 'EN', 'FN'])",0.05078,"('F', 'ABDEF')",00:00.011161
"(['F']); (['AN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('F', 'ACDEF')",00:00.016036
"(['F']); (['BN', 'CN', 'DN', 'EN', 'FN'])",0.05078,"('F', 'BCDEF')",00:00.015512
"(['A']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN'])",0.02783,"('A', 'ABCDEF')",00:00.021653
"(['B']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN'])",0.02783,"('B', 'ABCDEF')",00:00.015588
"(['C']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN'])",0.02783,"('C', 'ABCDEF')",00:00.024710
"(['D']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN'])",0.02783,"('D', 'ABCDEF')",00:00.030583
"(['E']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN'])",0.02783,"('E', 'ABCDEF')",00:00.020902
"(['F']); (['AN', 'BN', 'CN', 'DN', 'EN', 'FN'])",0.02783,"('F', 'ABCDEF')",00:00.014878
"(['B']); (['AN', 'A'])",0.0,"('AB', 'A')",00:00.000973
"(['B']); (['BN', 'A'])",0.0,"('AB', 'B')",00:00.000000
"(['B']); (['CN', 'A'])",0.0,"('AB', 'C')",00:00.000000
"(['B']); (['DN', 'A'])",0.0,"('AB', 'D')",00:00.001003
"(['B']); (['EN', 'A'])",0.0,"('AB', 'E')",00:00.000000
"(['B']); (['FN', 'A'])",0.0,"('AB', 'F')",00:00.000000
"(['C']); (['AN', 'A'])",0.0,"('AC', 'A')",00:00.001004
"(['C']); (['BN', 'A'])",0.0,"('AC', 'B')",00:00.000000
"(['C']); (['CN', 'A'])",0.0,"('AC', 'C')",00:00.000988
"(['C']); (['DN', 'A'])",0.0,"('AC', 'D')",00:00.001057
"(['C']); (['EN', 'A'])",0.0,"('AC', 'E')",00:00.000000
"(['C']); (['FN', 'A'])",0.0,"('AC', 'F')",00:00.000000
"(['D']); (['AN', 'A'])",0.0,"('AD', 'A')",00:00.000000
"(['D']); (['BN', 'A'])",0.0,"('AD', 'B')",00:00.001055
"(['D']); (['CN', 'A'])",0.0,"('AD', 'C')",00:00.000000
"(['D']); (['DN', 'A'])",0.0,"('AD', 'D')",00:00.000000
"(['D']); (['EN', 'A'])",0.0,"('AD', 'E')",00:00.001003
"(['D']); (['FN', 'A'])",0.0,"('AD', 'F')",00:00.000000
"(['E']); (['AN', 'A'])",0.0,"('AE', 'A')",00:00.001001
"(['E']); (['BN', 'A'])",0.0,"('AE', 'B')",00:00.001002
"(['E']); (['CN', 'A'])",0.0,"('AE', 'C')",00:00.001098
"(['E']); (['DN', 'A'])",0.0,"('AE', 'D')",00:00.000000
"(['E']); (['EN', 'A'])",0.0,"('AE', 'E')",00:00.001652
"(['E']); (['FN', 'A'])",0.0,"('AE', 'F')",00:00.000000
"(['F']); (['AN', 'A'])",0.0,"('AF', 'A')",00:00.000000
"(['F']); (['BN', 'A'])",0.0,"('AF', 'B')",00:00.001008
"(['F']); (['CN', 'A'])",0.0,"('AF', 'C')",00:00.000999
"(['F']); (['DN', 'A'])",0.0,"('AF', 'D')",00:00.000000
"(['F']); (['EN', 'A'])",0.0,"('AF', 'E')",00:00.001001
"(['F']); (['FN', 'A'])",0.0,"('AF', 'F')",00:00.000999
"(['C']); (['AN', 'B'])",0.0,"('BC', 'A')",00:00.000000
"(['C']); (['BN', 'B'])",0.0,"('BC', 'B')",00:00.001000
"(['C']); (['CN', 'B'])",0.0,"('BC', 'C')",00:00.000000
"(['C']); (['DN', 'B'])",0.0,"('BC', 'D')",00:00.000000
"(['C']); (['EN', 'B'])",0.0,"('BC', 'E')",00:00.000000
"(['C']); (['FN', 'B'])",0.0,"('BC', 'F')",00:00.000999
"(['D']); (['AN', 'B'])",0.0,"('BD', 'A')",00:00.000000
"(['D']); (['BN', 'B'])",0.0,"('BD', 'B')",00:00.000000
"(['D']); (['CN', 'B'])",0.0,"('BD', 'C')",00:00.000000
"(['D']); (['DN', 'B'])",0.0,"('BD', 'D')",00:00.001009
"(['D']); (['EN', 'B'])",0.0,"('BD', 'E')",00:00.000000
"(['D']); (['FN', 'B'])",0.0,"('BD', 'F')",00:00.000000
"(['E']); (['AN', 'B'])",0.0,"('BE', 'A')",00:00.001000
"(['E']); (['BN', 'B'])",0.0,"('BE', 'B')",00:00.001000
"(['E']); (['CN', 'B'])",0.0,"('BE', 'C')",00:00.000000
"(['E']); (['DN', 'B'])",0.0,"('BE', 'D')",00:00.000000
"(['E']); (['EN', 'B'])",0.0,"('BE', 'E')",00:00.001000
"(['E']); (['FN', 'B'])",0.0,"('BE', 'F')",00:00.000000
"(['F']); (['AN', 'B'])",0.0,"('BF', 'A')",00:00.001000
"(['F']); (['BN', 'B'])",0.0,"('BF', 'B')",00:00.001000
"(['F']); (['CN', 'B'])",0.0,"('BF', 'C')",00:00.000000
"(['F']); (['DN', 'B'])",0.0,"('BF', 'D')",00:00.000000
"(['F']); (['EN', 'B'])",0.0,"('BF', 'E')",00:00.000137
"(['F']); (['FN', 'B'])",0.0,"('BF', 'F')",00:00.000871
"(['D']); (['AN', 'C'])",0.0,"('CD', 'A')",00:00.000000
"(['D']); (['BN', 'C'])",0.0,"('CD', 'B')",00:00.000000
"(['D']); (['CN', 'C'])",0.0,"('CD', 'C')",00:00.000999
"(['D']); (['DN', 'C'])",0.0,"('CD', 'D')",00:00.000000
"(['D']); (['EN', 'C'])",0.0,"('CD', 'E')",00:00.000000
"(['D']); (['FN', 'C'])",0.0,"('CD', 'F')",00:00.001000
"(['E']); (['AN', 'C'])",0.0,"('CE', 'A')",00:00.000000
"(['E']); (['BN', 'C'])",0.0,"('CE', 'B')",00:00.000000
"(['E']); (['CN', 'C'])",0.0,"('CE', 'C')",00:00.001000
"(['E']); (['DN', 'C'])",0.0,"('CE', 'D')",00:00.000000
"(['E']); (['EN', 'C'])",0.0,"('CE', 'E')",00:00.000000
"(['E']); (['FN', 'C'])",0.0,"('CE', 'F')",00:00.001000
"(['F']); (['AN', 'C'])",0.0,"('CF', 'A')",00:00.000000
"(['F']); (['BN', 'C'])",0.0,"('CF', 'B')",00:00.000506
"(['F']); (['CN', 'C'])",0.0,"('CF', 'C')",00:00.000000
"(['F']); (['DN', 'C'])",0.0,"('CF', 'D')",00:00.000000
"(['F']); (['EN', 'C'])",0.0,"('CF', 'E')",00:00.001005
"(['F']); (['FN', 'C'])",0.0,"('CF', 'F')",00:00.000000
"(['E']); (['AN', 'D'])",0.0,"('DE', 'A')",00:00.001000
"(['E']); (['BN', 'D'])",0.0,"('DE', 'B')",00:00.000000
"(['E']); (['CN', 'D'])",0.0,"('DE', 'C')",00:00.000000
"(['E']); (['DN', 'D'])",0.0,"('DE', 'D')",00:00.001001
"(['E']); (['EN', 'D'])",0.0,"('DE', 'E')",00:00.000000
"(['E']); (['FN', 'D'])",0.0,"('DE', 'F')",00:00.000000
"(['F']); (['AN', 'D'])",0.0,"('DF', 'A')",00:00.001128
"(['F']); (['BN', 'D'])",0.0,"('DF', 'B')",00:00.000968
"(['F']); (['CN', 'D'])",0.0,"('DF', 'C')",00:00.000000
"(['F']); (['DN', 'D'])",0.0,"('DF', 'D')",00:00.001033
"(['F']); (['EN', 'D'])",0.0,"('DF', 'E')",00:00.000657
"(['F']); (['FN', 'D'])",0.0,"('DF', 'F')",00:00.000000
"(['F']); (['AN', 'E'])",0.0,"('EF', 'A')",00:00.000000
"(['F']); (['BN', 'E'])",0.0,"('EF', 'B')",00:00.000996
"(['F']); (['CN', 'E'])",0.0,"('EF', 'C')",00:00.000000
"(['F']); (['DN', 'E'])",0.0,"('EF', 'D')",00:00.000000
"(['F']); (['EN', 'E'])",0.0,"('EF', 'E')",00:00.000000
"(['F']); (['FN', 'E'])",0.0,"('EF', 'F')",00:00.000000
"(['B']); (['AN', 'BN', 'A'])",0.125,"('AB', 'AB')",00:00.002972
"(['B']); (['AN', 'CN', 'A'])",0.125,"('AB', 'AC')",00:00.003712
"(['B']); (['AN', 'DN', 'A'])",0.125,"('AB', 'AD')",00:00.003015
"(['B']); (['AN', 'EN', 'A'])",0.125,"('AB', 'AE')",00:00.003608
"(['B']); (['AN', 'FN', 'A'])",0.125,"('AB', 'AF')",00:00.003002
"(['B']); (['BN', 'CN', 'A'])",0.125,"('AB', 'BC')",00:00.002980
"(['B']); (['BN', 'DN', 'A'])",0.125,"('AB', 'BD')",00:00.003736
"(['B']); (['BN', 'EN', 'A'])",0.125,"('AB', 'BE')",00:00.003064
"(['B']); (['BN', 'FN', 'A'])",0.125,"('AB', 'BF')",00:00.004011
"(['B']); (['CN', 'DN', 'A'])",0.125,"('AB', 'CD')",00:00.002700
"(['B']); (['CN', 'EN', 'A'])",0.125,"('AB', 'CE')",00:00.002042
"(['B']); (['CN', 'FN', 'A'])",0.125,"('AB', 'CF')",00:00.003000
"(['B']); (['DN', 'EN', 'A'])",0.125,"('AB', 'DE')",00:00.003685
"(['B']); (['DN', 'FN', 'A'])",0.125,"('AB', 'DF')",00:00.003030
"(['B']); (['EN', 'FN', 'A'])",0.125,"('AB', 'EF')",00:00.003908
"(['C']); (['AN', 'BN', 'A'])",0.125,"('AC', 'AB')",00:00.003016
"(['C']); (['AN', 'CN', 'A'])",0.125,"('AC', 'AC')",00:00.003048
"(['C']); (['AN', 'DN', 'A'])",0.125,"('AC', 'AD')",00:00.003020
"(['C']); (['AN', 'EN', 'A'])",0.125,"('AC', 'AE')",00:00.003606
"(['C']); (['AN', 'FN', 'A'])",0.125,"('AC', 'AF')",00:00.003956
"(['C']); (['BN', 'CN', 'A'])",0.125,"('AC', 'BC')",00:00.003044
"(['C']); (['BN', 'DN', 'A'])",0.125,"('AC', 'BD')",00:00.002065
"(['C']); (['BN', 'EN', 'A'])",0.125,"('AC', 'BE')",00:00.001993
"(['C']); (['BN', 'FN', 'A'])",0.125,"('AC', 'BF')",00:00.003667
"(['C']); (['CN', 'DN', 'A'])",0.125,"('AC', 'CD')",00:00.002841
"(['C']); (['CN', 'EN', 'A'])",0.125,"('AC', 'CE')",00:00.003043
"(['C']); (['CN', 'FN', 'A'])",0.125,"('AC', 'CF')",00:00.003008
"(['C']); (['DN', 'EN', 'A'])",0.125,"('AC', 'DE')",00:00.003215
"(['C']); (['DN', 'FN', 'A'])",0.125,"('AC', 'DF')",00:00.002995
"(['C']); (['EN', 'FN', 'A'])",0.125,"('AC', 'EF')",00:00.004574
"(['D']); (['AN', 'BN', 'A'])",0.125,"('AD', 'AB')",00:00.006015
"(['D']); (['AN', 'CN', 'A'])",0.125,"('AD', 'AC')",00:00.005530
"(['D']); (['AN', 'DN', 'A'])",0.125,"('AD', 'AD')",00:00.009566
"(['D']); (['AN', 'EN', 'A'])",0.125,"('AD', 'AE')",00:00.010059
"(['D']); (['AN', 'FN', 'A'])",0.125,"('AD', 'AF')",00:00.008564
"(['D']); (['BN', 'CN', 'A'])",0.125,"('AD', 'BC')",00:00.006514
"(['D']); (['BN', 'DN', 'A'])",0.125,"('AD', 'BD')",00:00.008909
"(['D']); (['BN', 'EN', 'A'])",0.125,"('AD', 'BE')",00:00.004011
"(['D']); (['BN', 'FN', 'A'])",0.125,"('AD', 'BF')",00:00.003063
"(['D']); (['CN', 'DN', 'A'])",0.125,"('AD', 'CD')",00:00.003464
"(['D']); (['CN', 'EN', 'A'])",0.125,"('AD', 'CE')",00:00.003015
"(['D']); (['CN', 'FN', 'A'])",0.125,"('AD', 'CF')",00:00.001996
"(['D']); (['DN', 'EN', 'A'])",0.125,"('AD', 'DE')",00:00.002510
"(['D']); (['DN', 'FN', 'A'])",0.125,"('AD', 'DF')",00:00.002952
"(['D']); (['EN', 'FN', 'A'])",0.125,"('AD', 'EF')",00:00.004954
"(['E']); (['AN', 'BN', 'A'])",0.125,"('AE', 'AB')",00:00.004521
"(['E']); (['AN', 'CN', 'A'])",0.125,"('AE', 'AC')",00:00.005507
"(['E']); (['AN', 'DN', 'A'])",0.125,"('AE', 'AD')",00:00.006016
"(['E']); (['AN', 'EN', 'A'])",0.125,"('AE', 'AE')",00:00.005513
"(['E']); (['AN', 'FN', 'A'])",0.125,"('AE', 'AF')",00:00.004999
"(['E']); (['BN', 'CN', 'A'])",0.125,"('AE', 'BC')",00:00.005524
"(['E']); (['BN', 'DN', 'A'])",0.125,"('AE', 'BD')",00:00.005000
"(['E']); (['BN', 'EN', 'A'])",0.125,"('AE', 'BE')",00:00.002554
"(['E']); (['BN', 'FN', 'A'])",0.125,"('AE', 'BF')",00:00.002002
"(['E']); (['CN', 'DN', 'A'])",0.125,"('AE', 'CD')",00:00.003000
"(['E']); (['CN', 'EN', 'A'])",0.125,"('AE', 'CE')",00:00.002514
"(['E']); (['CN', 'FN', 'A'])",0.125,"('AE', 'CF')",00:00.003005
"(['E']); (['DN', 'EN', 'A'])",0.125,"('AE', 'DE')",00:00.003000
"(['E']); (['DN', 'FN', 'A'])",0.125,"('AE', 'DF')",00:00.001649
"(['E']); (['EN', 'FN', 'A'])",0.125,"('AE', 'EF')",00:00.002929
"(['F']); (['AN', 'BN', 'A'])",0.125,"('AF', 'AB')",00:00.004037
"(['F']); (['AN', 'CN', 'A'])",0.125,"('AF', 'AC')",00:00.003610
"(['F']); (['AN', 'DN', 'A'])",0.125,"('AF', 'AD')",00:00.004954
"(['F']); (['AN', 'EN', 'A'])",0.125,"('AF', 'AE')",00:00.005522
"(['F']); (['AN', 'FN', 'A'])",0.125,"('AF', 'AF')",00:00.005000
"(['F']); (['BN', 'CN', 'A'])",0.125,"('AF', 'BC')",00:00.004522
"(['F']); (['BN', 'DN', 'A'])",0.125,"('AF', 'BD')",00:00.006045
"(['F']); (['BN', 'EN', 'A'])",0.125,"('AF', 'BE')",00:00.005170
"(['F']); (['BN', 'FN', 'A'])",0.125,"('AF', 'BF')",00:00.004513
"(['F']); (['CN', 'DN', 'A'])",0.125,"('AF', 'CD')",00:00.005009
"(['F']); (['CN', 'EN', 'A'])",0.125,"('AF', 'CE')",00:00.003506
"(['F']); (['CN', 'FN', 'A'])",0.125,"('AF', 'CF')",00:00.003015
"(['F']); (['DN', 'EN', 'A'])",0.125,"('AF', 'DE')",00:00.003999
"(['F']); (['DN', 'FN', 'A'])",0.125,"('AF', 'DF')",00:00.005523
"(['F']); (['EN', 'FN', 'A'])",0.125,"('AF', 'EF')",00:00.005000
"(['C']); (['AN', 'BN', 'B'])",0.125,"('BC', 'AB')",00:00.005014
"(['C']); (['AN', 'CN', 'B'])",0.125,"('BC', 'AC')",00:00.005517
"(['C']); (['AN', 'DN', 'B'])",0.125,"('BC', 'AD')",00:00.005008
"(['C']); (['AN', 'EN', 'B'])",0.125,"('BC', 'AE')",00:00.004518
"(['C']); (['AN', 'FN', 'B'])",0.125,"('BC', 'AF')",00:00.004999
"(['C']); (['BN', 'CN', 'B'])",0.125,"('BC', 'BC')",00:00.004520
"(['C']); (['BN', 'DN', 'B'])",0.125,"('BC', 'BD')",00:00.004998
"(['C']); (['BN', 'EN', 'B'])",0.125,"('BC', 'BE')",00:00.005521
"(['C']); (['BN', 'FN', 'B'])",0.125,"('BC', 'BF')",00:00.005506
"(['C']); (['CN', 'DN', 'B'])",0.125,"('BC', 'CD')",00:00.006053
"(['C']); (['CN', 'EN', 'B'])",0.125,"('BC', 'CE')",00:00.002995
"(['C']); (['CN', 'FN', 'B'])",0.125,"('BC', 'CF')",00:00.002254
"(['C']); (['DN', 'EN', 'B'])",0.125,"('BC', 'DE')",00:00.002967
"(['C']); (['DN', 'FN', 'B'])",0.125,"('BC', 'DF')",00:00.003955
"(['C']); (['EN', 'FN', 'B'])",0.125,"('BC', 'EF')",00:00.005527
"(['D']); (['AN', 'BN', 'B'])",0.125,"('BD', 'AB')",00:00.005665
"(['D']); (['AN', 'CN', 'B'])",0.125,"('BD', 'AC')",00:00.005008
"(['D']); (['AN', 'DN', 'B'])",0.125,"('BD', 'AD')",00:00.004514
"(['D']); (['AN', 'EN', 'B'])",0.125,"('BD', 'AE')",00:00.004996
"(['D']); (['AN', 'FN', 'B'])",0.125,"('BD', 'AF')",00:00.004510
"(['D']); (['BN', 'CN', 'B'])",0.125,"('BD', 'BC')",00:00.004001
"(['D']); (['BN', 'DN', 'B'])",0.125,"('BD', 'BD')",00:00.004512
"(['D']); (['BN', 'EN', 'B'])",0.125,"('BD', 'BE')",00:00.002999
"(['D']); (['BN', 'FN', 'B'])",0.125,"('BD', 'BF')",00:00.003078
"(['D']); (['CN', 'DN', 'B'])",0.125,"('BD', 'CD')",00:00.002709
"(['D']); (['CN', 'EN', 'B'])",0.125,"('BD', 'CE')",00:00.001999
"(['D']); (['CN', 'FN', 'B'])",0.125,"('BD', 'CF')",00:00.004006
"(['D']); (['DN', 'EN', 'B'])",0.125,"('BD', 'DE')",00:00.004944
"(['D']); (['DN', 'FN', 'B'])",0.125,"('BD', 'DF')",00:00.004506
"(['D']); (['EN', 'FN', 'B'])",0.125,"('BD', 'EF')",00:00.005005
"(['E']); (['AN', 'BN', 'B'])",0.125,"('BE', 'AB')",00:00.005513
"(['E']); (['AN', 'CN', 'B'])",0.125,"('BE', 'AC')",00:00.003999
"(['E']); (['AN', 'DN', 'B'])",0.125,"('BE', 'AD')",00:00.005515
"(['E']); (['AN', 'EN', 'B'])",0.125,"('BE', 'AE')",00:00.006546
"(['E']); (['AN', 'FN', 'B'])",0.125,"('BE', 'AF')",00:00.002610
"(['E']); (['BN', 'CN', 'B'])",0.125,"('BE', 'BC')",00:00.004640
"(['E']); (['BN', 'DN', 'B'])",0.125,"('BE', 'BD')",00:00.004657
"(['E']); (['BN', 'EN', 'B'])",0.125,"('BE', 'BE')",00:00.004997
"(['E']); (['BN', 'FN', 'B'])",0.125,"('BE', 'BF')",00:00.002116
"(['E']); (['CN', 'DN', 'B'])",0.125,"('BE', 'CD')",00:00.001963
"(['E']); (['CN', 'EN', 'B'])",0.125,"('BE', 'CE')",00:00.004935
"(['E']); (['CN', 'FN', 'B'])",0.125,"('BE', 'CF')",00:00.004040
"(['E']); (['DN', 'EN', 'B'])",0.125,"('BE', 'DE')",00:00.002019
"(['E']); (['DN', 'FN', 'B'])",0.125,"('BE', 'DF')",00:00.002490
"(['E']); (['EN', 'FN', 'B'])",0.125,"('BE', 'EF')",00:00.004012
"(['F']); (['AN', 'BN', 'B'])",0.125,"('BF', 'AB')",00:00.004000
"(['F']); (['AN', 'CN', 'B'])",0.125,"('BF', 'AC')",00:00.002634
"(['F']); (['AN', 'DN', 'B'])",0.125,"('BF', 'AD')",00:00.001994
"(['F']); (['AN', 'EN', 'B'])",0.125,"('BF', 'AE')",00:00.002993
"(['F']); (['AN', 'FN', 'B'])",0.125,"('BF', 'AF')",00:00.004520
"(['F']); (['BN', 'CN', 'B'])",0.125,"('BF', 'BC')",00:00.005000
"(['F']); (['BN', 'DN', 'B'])",0.125,"('BF', 'BD')",00:00.004517
"(['F']); (['BN', 'EN', 'B'])",0.125,"('BF', 'BE')",00:00.005505
"(['F']); (['BN', 'FN', 'B'])",0.125,"('BF', 'BF')",00:00.005005
"(['F']); (['CN', 'DN', 'B'])",0.125,"('BF', 'CD')",00:00.004509
"(['F']); (['CN', 'EN', 'B'])",0.125,"('BF', 'CE')",00:00.006000
"(['F']); (['CN', 'FN', 'B'])",0.125,"('BF', 'CF')",00:00.006524
"(['F']); (['DN', 'EN', 'B'])",0.125,"('BF', 'DE')",00:00.005512
"(['F']); (['DN', 'FN', 'B'])",0.125,"('BF', 'DF')",00:00.006001
"(['F']); (['EN', 'FN', 'B'])",0.125,"('BF', 'EF')",00:00.006016
"(['D']); (['AN', 'BN', 'C'])",0.125,"('CD', 'AB')",00:00.006517
"(['D']); (['AN', 'CN', 'C'])",0.125,"('CD', 'AC')",00:00.005001
"(['D']); (['AN', 'DN', 'C'])",0.125,"('CD', 'AD')",00:00.006017
"(['D']); (['AN', 'EN', 'C'])",0.125,"('CD', 'AE')",00:00.006521
"(['D']); (['AN', 'FN', 'C'])",0.125,"('CD', 'AF')",00:00.005000
"(['D']); (['BN', 'CN', 'C'])",0.125,"('CD', 'BC')",00:00.003553
"(['D']); (['BN', 'DN', 'C'])",0.125,"('CD', 'BD')",00:00.005972
"(['D']); (['BN', 'EN', 'C'])",0.125,"('CD', 'BE')",00:00.005519
"(['D']); (['BN', 'FN', 'C'])",0.125,"('CD', 'BF')",00:00.004506
"(['D']); (['CN', 'DN', 'C'])",0.125,"('CD', 'CD')",00:00.006017
"(['D']); (['CN', 'EN', 'C'])",0.125,"('CD', 'CE')",00:00.005512
"(['D']); (['CN', 'FN', 'C'])",0.125,"('CD', 'CF')",00:00.005000
"(['D']); (['DN', 'EN', 'C'])",0.125,"('CD', 'DE')",00:00.005526
"(['D']); (['DN', 'FN', 'C'])",0.125,"('CD', 'DF')",00:00.004001
"(['D']); (['EN', 'FN', 'C'])",0.125,"('CD', 'EF')",00:00.005516
"(['E']); (['AN', 'BN', 'C'])",0.125,"('CE', 'AB')",00:00.005994
"(['E']); (['AN', 'CN', 'C'])",0.125,"('CE', 'AC')",00:00.005007
"(['E']); (['AN', 'DN', 'C'])",0.125,"('CE', 'AD')",00:00.005516
"(['E']); (['AN', 'EN', 'C'])",0.125,"('CE', 'AE')",00:00.007009
"(['E']); (['AN', 'FN', 'C'])",0.125,"('CE', 'AF')",00:00.005532
"(['E']); (['BN', 'CN', 'C'])",0.125,"('CE', 'BC')",00:00.005513
"(['E']); (['BN', 'DN', 'C'])",0.125,"('CE', 'BD')",00:00.005008
"(['E']); (['BN', 'EN', 'C'])",0.125,"('CE', 'BE')",00:00.002546
"(['E']); (['BN', 'FN', 'C'])",0.125,"('CE', 'BF')",00:00.004947
"(['E']); (['CN', 'DN', 'C'])",0.125,"('CE', 'CD')",00:00.006514
"(['E']); (['CN', 'EN', 'C'])",0.125,"('CE', 'CE')",00:00.004002
"(['E']); (['CN', 'FN', 'C'])",0.125,"('CE', 'CF')",00:00.003537
"(['E']); (['DN', 'EN', 'C'])",0.125,"('CE', 'DE')",00:00.005985
"(['E']); (['DN', 'FN', 'C'])",0.125,"('CE', 'DF')",00:00.005519
"(['E']); (['EN', 'FN', 'C'])",0.125,"('CE', 'EF')",00:00.005588
"(['F']); (['AN', 'BN', 'C'])",0.125,"('CF', 'AB')",00:00.003022
"(['F']); (['AN', 'CN', 'C'])",0.125,"('CF', 'AC')",00:00.002981
"(['F']); (['AN', 'DN', 'C'])",0.125,"('CF', 'AD')",00:00.005214
"(['F']); (['AN', 'EN', 'C'])",0.125,"('CF', 'AE')",00:00.006003
"(['F']); (['AN', 'FN', 'C'])",0.125,"('CF', 'AF')",00:00.006091
"(['F']); (['BN', 'CN', 'C'])",0.125,"('CF', 'BC')",00:00.005516
"(['F']); (['BN', 'DN', 'C'])",0.125,"('CF', 'BD')",00:00.004998
"(['F']); (['BN', 'EN', 'C'])",0.125,"('CF', 'BE')",00:00.005127
"(['F']); (['BN', 'FN', 'C'])",0.125,"('CF', 'BF')",00:00.005001
"(['F']); (['CN', 'DN', 'C'])",0.125,"('CF', 'CD')",00:00.004616
"(['F']); (['CN', 'EN', 'C'])",0.125,"('CF', 'CE')",00:00.004998
"(['F']); (['CN', 'FN', 'C'])",0.125,"('CF', 'CF')",00:00.005563
"(['F']); (['DN', 'EN', 'C'])",0.125,"('CF', 'DE')",00:00.004003
"(['F']); (['DN', 'FN', 'C'])",0.125,"('CF', 'DF')",00:00.004550
"(['F']); (['EN', 'FN', 'C'])",0.125,"('CF', 'EF')",00:00.004751
"(['E']); (['AN', 'BN', 'D'])",0.125,"('DE', 'AB')",00:00.005005
"(['E']); (['AN', 'CN', 'D'])",0.125,"('DE', 'AC')",00:00.004568
"(['E']); (['AN', 'DN', 'D'])",0.125,"('DE', 'AD')",00:00.005000
"(['E']); (['AN', 'EN', 'D'])",0.125,"('DE', 'AE')",00:00.004582
"(['E']); (['AN', 'FN', 'D'])",0.125,"('DE', 'AF')",00:00.004972
"(['E']); (['BN', 'CN', 'D'])",0.125,"('DE', 'BC')",00:00.005594
